YEARMO,Year,Month,DAHR, DAY01,DAHR, DAY02,DAHR, DAY03,DAHR, DAY04,DAHR, DAY05,DAHR, DAY06,DAHR, DAY07,DAHR, DAY08,DAHR, DAY09,DAHR, DAY10,DAHR, DAY11,DAHR, DAY12,DAHR, DAY13,DAHR, DAY14,DAHR, DAY15,DAHR, DAY16,DAHR, DAY17,DAHR, DAY18,DAHR, DAY19,DAHR, DAY20,DAHR, DAY21,DAHR, DAY22,DAHR, DAY23,DAHR, DAY24,DAHR, DAY25,DAHR, DAY26,DAHR, DAY27,DAHR, DAY28,DAHR, DAY29,DAHR, DAY30,DAHR, DAY31
200008,2000,8,108,33,208,29,308,42,408,39,508,43,608,43,708,49,899,-99999,999,-99999,1008,37,1108,45,1208,46,1308,25,1499,-99999,1508,33,1699,-99999,1708,40,1808,43,1908,28,2008,48,2108,46,2208,45,2399,-99999,2408,35,2508,41,2608,43,2708,32,2808,49,2999,-99999,3099,-99999,3199,-99999
200009,2000,9,108,41,299,-99999,399,-99999,408,38,508,48,608,34,708,41,808,31,908,32,1008,32,1199,-99999,1208,42,1308,42,1408,36,1508,48,1608,42,1708,23,1808,31,1999,-99999,2008,42,2108,50,2208,24,2308,42,2499,-99999,2508,14,2608,16,2708,22,2808,34,2908,9,3008,14,3199,-99999
200010,2000,10,108,13,208,48,308,32,408,47,508,43,608,23,708,39,808,11,908,4,1008,17,1108,23,1208,17,1308,25,1408,31,1508,16,1699,-99999,1708,14,1808,9,1908,16,2008,14,2199,-99999,2299,-99999,2399,-99999,2408,0,2508,0,2608,0,2708,0,2808,8,2999,-99999,3008,24,3108,15
200103,2001,3,199,-99999,299,-99999,308,18,408,13,508,14,608,10,708,14,808,11,908,0,1008,12,1108,19,1299,-99999,1308,17,1408,17,1508,14,1608,13,1708,14,1808,14,1908,2,2008,7,2108,11,2208,15,2308,27,2408,5,2508,31,2699,-99999,2708,12,2808,13,2908,2,3008,0,3108,5
200104,2001,4,199,-99999,208,8,308,13,408,16,508,20,608,17,708,25,808,29,908,20,1008,26,1108,15,1208,34,1308,21,1408,11,1508,16,1608,28,1708,30,1808,21,1908,21,2008,22,2108,25,2208,11,2308,16,2408,32,2508,22,2608,30,2708,31,2808,38,2908,27,3008,29,3199,-99999
200105,2001,5,108,23,208,37,308,27,408,16,508,15,608,20,708,25,808,7,908,20,1008,21,1108,22,1208,22,1308,21,1408,30,1508,37,1608,36,1708,33,1808,151,1908,19,2008,18,2108,30,2208,19,2308,23,2408,24,2508,30,2608,33,2708,17,2808,0,2908,19,3099,-99999,3108,20
200106,2001,6,108,24,208,20,308,25,408,42,508,43,608,40,708,26,808,20,908,27,1008,40,1108,17,1208,45,1308,25,1408,34,1508,17,1608,24,1708,50,1808,45,1908,36,2008,44,2108,41,2208,22,2308,34,2408,38,2508,38,2608,47,2708,26,2808,33,2908,18,3008,33,3199,-99999
200107,2001,7,108,24,208,32,308,26,408,40,508,50,608,36,708,33,808,38,908,46,1008,38,1108,42,1208,41,1308,45,1408,15,1508,14,1608,40,1708,37,1808,49,1908,63,2008,34,2108,40,2208,50,2308,59,2408,41,2508,45,2608,50,2708,42,2808,43,2908,52,3008,42,3108,42
200108,2001,8,108,45,208,52,308,48,408,22,508,37,608,42,708,36,808,30,908,48,1008,45,1108,26,1299,-99999,1308,23,1408,22,1508,33,1608,34,1708,29,1808,6,1908,20,2008,35,2108,41,2208,47,2308,23,2408,22,2508,51,2608,45,2799,-99999,2808,20,2908,25,3008,22,3108,20
200109,2001,9,108,20,208,23,308,13,408,16,508,19,608,10,708,31,808,38,908,15,1008,30,1108,24,1208,22,1308,22,1408,17,1508,12,1608,20,1708,12,1808,26,1908,5,2008,16,2108,24,2208,14,2308,23,2408,34,2508,16,2608,14,2708,19,2808,23,2908,25,3008,16,3199,-99999
200110,2001,10,108,20,208,19,308,22,408,29,508,23,608,21,708,11,808,19,908,12,1008,4,1108,37,1208,3,1308,69,1408,11,1508,17,1608,18,1708,8,1808,15,1908,22,2008,12,2108,16,2208,21,2308,22,2408,28,2508,25,2608,22,2708,10,2808,12,2908,19,3008,24,3108,16
200203,2002,3,199,-99999,299,-99999,399,-99999,499,-99999,599,-99999,699,-99999,708,24,808,22,908,9,1008,16,1108,37,1208,17,1308,15,1408,36,1508,42,1608,5,1708,10,1808,16,1908,16,2099,-99999,2199,-99999,2299,-99999,2308,21,2408,35,2508,26,2608,4,2708,16,2808,19,2908,11,3008,38,3108,5
200205,2002,5,108,31,208,9,399,-99999,408,6,508,17,608,25,708,26,808,18,908,42,1008,59,1108,38,1208,16,1308,8,1408,25,1508,17,1608,33,1708,33,1808,8,1908,25,2008,25,2108,26,2208,35,2308,12,2408,18,2508,14,2608,20,2708,0,2808,5,2908,19,3008,20,3108,35
200206,2002,6,108,30,208,24,308,32,408,29,508,71,608,2,708,26,808,26,908,38,1008,26,1108,21,1208,45,1308,32,1408,65,1508,26,1608,35,1708,17,1808,42,1908,33,2008,35,2108,28,2208,30,2308,37,2408,34,2508,34,2608,29,2708,28,2808,32,2908,31,3008,38,3199,-99999
200207,2002,7,108,33,208,6,308,11,408,17,508,25,608,21,708,27,808,31,908,31,1008,31,1108,25,1208,19,1308,39,1408,19,1508,39,1608,31,1708,36,1808,17,1908,36,2008,38,2108,32,2208,39,2308,46,2408,25,2508,37,2608,33,2708,47,2808,43,2999,-99999,3099,-99999,3108,26
200208,2002,8,108,31,208,30,308,29,408,26,508,32,608,28,708,40,808,27,908,33,1008,40,1108,16,1208,25,1308,40,1408,23,1508,15,1608,40,1708,34,1808,40,1908,46,2008,37,2108,30,2208,33,2308,51,2408,42,2508,37,2608,21,2708,53,2808,20,2908,28,3008,26,3108,24
200209,2002,9,108,24,208,29,308,34,408,32,508,30,608,21,708,25,808,34,999,-99999,1099,-99999,1108,26,1208,22,1308,17,1408,28,1508,14,1608,20,1708,15,1808,21,1908,54,2008,16,2108,10,2208,31,2308,22,2408,16,2508,18,2608,20,2708,22,2808,28,2908,32,3008,22,3199,-99999
200210,2002,10,108,35,208,20,308,23,408,25,508,21,608,16,708,20,808,28,999,-99999,1008,10,1108,0,1208,12,1308,14,1408,14,1508,10,1608,16,1708,11,1808,13,1908,2,2099,-99999,2108,7,2208,11,2308,0,2408,4,2508,0,2608,10,2708,8,2808,7,2999,-99999,3008,7,3108,4
200304,2003,4,199,-99999,208,39,308,22,408,23,508,26,608,26,708,20,808,25,908,18,1008,21,1108,24,1208,18,1308,21,1408,31,1508,32,1608,48,1708,34,1808,12,1908,31,2008,34,2108,23,2208,23,2308,19,2408,11,2508,30,2608,21,2708,21,2808,35,2908,12,3008,21,3199,-99999
200305,2003,5,108,37,208,22,308,17,408,16,508,44,608,27,708,34,808,21,908,22,1008,37,1108,34,1208,46,1308,33,1408,50,1508,13,1608,19,1708,23,1808,18,1908,19,2008,35,2108,17,2208,11,2308,7,2408,16,2508,26,2608,23,2708,18,2808,23,2908,19,3008,43,3108,29
200306,2003,6,108,40,208,38,308,27,408,23,508,19,608,20,708,28,808,23,908,24,1008,29,1108,29,1208,35,1308,66,1408,8,1508,21,1608,26,1708,31,1808,29,1908,29,2008,30,2108,29,2208,23,2308,34,2408,40,2508,31,2608,10,2708,0,2808,25,2908,31,3008,17,3199,-99999
200307,2003,7,108,22,208,34,308,32,408,33,508,35,608,34,708,29,808,23,908,27,1008,39,1108,41,1208,40,1308,40,1408,40,1508,40,1608,43,1708,37,1808,40,1908,31,2008,51,2108,48,2208,35,2308,37,2408,40,2508,39,2608,38,2708,44,2808,42,2908,35,3008,43,3108,22
200308,2003,8,108,32,208,53,308,21,408,36,508,41,608,37,708,41,808,38,908,33,1008,28,1108,17,1208,38,1308,26,1408,19,1508,21,1608,16,1708,20,1808,34,1908,35,2008,39,2108,35,2208,31,2308,21,2408,20,2508,28,2608,36,2708,35,2808,24,2908,41,3008,21,3108,19
200309,2003,9,199,-99999,208,5,308,11,408,19,508,22,608,25,708,21,808,21,908,15,1008,30,1108,32,1208,9,1308,10,1408,7,1508,12,1608,18,1708,23,1808,33,1908,24,2008,18,2108,28,2208,10,2308,13,2408,27,2508,19,2608,17,2708,27,2808,25,2908,31,3099,-99999,3199,-99999
200310,2003,10,108,20,208,6,308,9,408,15,508,7,608,11,708,5,808,13,908,17,1008,5,1108,23,1208,7,1308,14,1408,21,1508,17,1608,21,1708,23,1808,11,1908,20,2008,21,2108,21,2208,16,2308,5,2408,22,2508,31,2608,29,2708,13,2808,20,2908,14,3008,29,3108,17
200404,2004,4,199,-99999,208,22,308,28,408,28,508,17,608,17,708,12,808,11,908,15,1008,16,1108,14,1208,15,1308,12,1408,24,1508,27,1608,27,1708,34,1808,29,1908,25,2008,11,2108,30,2208,17,2308,24,2408,8,2508,11,2608,20,2708,34,2808,29,2908,30,3008,26,3199,-99999
200405,2004,5,108,20,208,10,308,25,408,29,508,31,608,22,708,36,808,22,908,32,1008,29,1108,27,1208,22,1308,17,1408,30,1508,3,1608,31,1708,18,1808,35,1908,25,2008,56,2108,39,2208,41,2308,28,2408,36,2508,30,2608,17,2708,39,2808,4,2908,37,3008,37,3108,38
200406,2004,6,108,35,208,40,308,30,408,26,508,30,608,23,708,99999,808,55,908,12,1008,15,1108,23,1208,29,1308,37,1408,27,1508,33,1608,26,1708,27,1808,30,1908,26,2008,29,2108,21,2299,-99999,2308,26,2408,27,2508,30,2608,25,2708,25,2808,25,2908,13,3008,10,3199,-99999
200407,2004,7,108,39,299,-99999,308,16,408,37,508,35,608,88,708,38,808,29,908,36,1008,25,1108,26,1208,32,1308,30,1408,32,1508,30,1608,26,1708,24,1808,30,1908,30,2008,33,2108,37,2208,36,2308,33,2408,33,2508,18,2608,12,2708,25,2808,5,2908,50,3008,8,3108,22
200408,2004,8,108,22,208,36,308,28,408,38,508,30,608,29,708,16,808,22,908,23,1008,27,1108,43,1208,17,1308,31,1408,24,1508,13,1608,16,1708,25,1808,25,1908,31,2008,29,2108,16,2208,20,2308,20,2408,37,2508,27,2608,34,2708,42,2899,-99999,2908,22,3008,28,3108,20
200408,2004,8,108,22,208,36,308,28,408,38,508,30,608,29,708,16,808,22,908,23,1008,27,1108,43,1208,17,1308,31,1408,24,1508,13,1608,16,1708,25,1808,25,1908,31,2008,29,2108,16,2208,20,2308,20,2408,37,2508,27,2608,34,2708,42,2899,-99999,2908,22,3008,28,3108,20
200408,2004,8,108,22,208,36,308,28,408,38,508,30,608,29,708,16,808,22,908,23,1008,27,1108,43,1208,17,1308,31,1408,24,1508,13,1608,16,1708,25,1808,25,1908,31,2008,29,2108,16,2208,20,2308,20,2408,37,2508,27,2608,34,2708,42,2899,-99999,2908,22,3008,28,3108,20
200408,2004,8,108,22,208,36,308,28,408,38,508,30,608,29,708,16,808,22,908,23,1008,27,1108,43,1208,17,1308,31,1408,24,1508,13,1608,16,1708,25,1808,25,1908,31,2008,29,2108,16,2208,20,2308,20,2408,37,2508,27,2608,34,2708,42,2899,-99999,2908,22,3008,28,3108,20
200409,2004,9,108,19,208,18,308,23,408,26,508,30,608,31,708,27,808,31,908,20,1008,18,1108,27,1208,23,1308,37,1408,28,1508,35,1608,16,1708,21,1808,37,1908,24,2008,36,2108,31,2208,44,2308,10,2408,15,2508,20,2608,19,2708,15,2808,19,2908,13,3008,20,3199,-99999
200410,2004,10,108,22,208,14,308,22,408,13,508,99999,608,34,708,9,808,8,908,16,1099,-99999,1199,-99999,1208,6,1308,14,1408,21,1508,13,1608,20,1708,8,1808,8,1908,25,2008,9,2108,11,2208,13,2308,8,2408,15,2508,16,2608,0,2708,12,2808,6,2908,15,3008,23,3108,12
